"caseid","age_a","marstat","reldlife","religion","samesex","intvwyear","lifprtnr","timesmar","attnd14","fmarit","gayadopt","lifeprt","sxok18","staytog","prvntdiv","achieve"
64024,19,6,NA,1,1,2013,0,NA,7,5,1,NA,1,2,1,NA
64029,17,6,1,3,4,2014,5,NA,7,5,4,5,4,2,1,NA
64031,35,1,1,4,3,2014,1,1,NA,1,4,1,3,3,4,NA
64032,39,6,1,3,4,2014,20,NA,NA,5,2,20,4,2,3,NA
64033,19,6,2,3,2,2014,1,NA,4,5,1,1,2,3,1,NA
64034,31,6,1,3,2,2014,3,NA,NA,5,2,3,3,2,2,NA
64035,32,1,1,3,3,2015,9,1,NA,1,2,9,3,4,2,NA
64038,44,6,NA,1,1,2014,0,NA,NA,5,1,NA,1,2,1,NA
64039,37,1,1,4,3,2014,1,1,NA,1,3,1,4,3,3,NA
64040,44,1,1,3,4,2013,1,1,NA,1,3,1,4,4,4,NA
64041,21,6,NA,1,3,2013,0,NA,7,5,3,NA,3,2,3,NA
64042,35,1,1,3,4,2013,1,1,NA,1,3,1,3,4,2,NA
64043,25,6,3,2,1,2015,6,NA,NA,5,2,6,2,4,1,NA
64047,36,2,1,3,3,2015,3,NA,NA,5,2,3,2,3,3,NA
64050,22,6,2,3,2,2015,8,NA,7,5,2,8,3,3,3,NA
64052,37,6,NA,1,1,2014,0,NA,NA,5,1,NA,2,4,3,NA
64053,29,1,1,3,2,2015,1,1,NA,1,1,1,2,2,4,NA
64055,25,2,2,3,2,2014,1,NA,NA,5,2,1,2,3,2,NA
64057,29,6,1,4,4,2015,5,NA,NA,5,3,5,2,2,3,NA
64059,18,6,3,4,1,2014,1,NA,7,5,1,1,1,2,1,NA
64063,43,1,1,4,4,2014,4,2,NA,1,1,4,1,1,1,NA
64068,30,1,NA,1,1,2014,1,1,NA,1,1,1,2,2,1,NA
64069,20,6,3,3,1,2014,10,NA,5,5,1,10,1,3,2,NA
64070,39,1,2,2,4,2014,1,1,NA,1,4,1,3,2,2,NA
64071,27,6,1,3,1,2015,7,NA,NA,5,1,7,1,2,1,NA
64074,22,1,1,3,2,2014,12,1,2,1,1,12,2,3,2,NA
64077,42,1,1,2,3,2015,2,1,NA,1,3,2,4,2,3,NA
64078,23,1,1,3,4,2014,4,1,6,1,4,4,2,4,1,NA
64079,21,2,2,2,2,2015,9,NA,2,5,1,9,2,4,2,NA
64082,18,6,1,3,2,2013,1,NA,2,5,2,1,2,3,2,NA
64086,31,6,1,3,2,2014,10,NA,NA,5,2,10,2,3,2,NA
64089,19,6,2,3,2,2014,4,NA,2,5,1,4,2,3,3,NA
64091,34,6,NA,1,1,2013,40,NA,NA,5,1,40,2,4,1,NA
64092,18,6,1,3,3,2015,0,NA,3,5,2,NA,3,3,3,NA
64094,19,6,2,3,2,2015,2,NA,3,5,2,2,2,2,1,NA
64098,25,6,1,3,2,2015,4,NA,NA,5,1,4,2,2,2,NA
64102,30,2,2,3,4,2015,1,NA,NA,5,4,1,4,3,2,NA
64103,30,2,NA,1,1,2015,20,2,NA,3,1,20,1,1,1,NA
64104,43,2,1,3,2,2013,50,1,NA,3,2,999,2,1,2,NA
64106,19,6,1,4,4,2015,0,NA,1,5,4,NA,4,4,4,NA
64107,31,1,1,3,1,2014,6,1,NA,1,1,6,2,3,2,NA
64108,17,6,1,3,1,2015,0,NA,3,5,1,NA,3,4,1,NA
64111,25,6,NA,1,2,2014,30,NA,NA,5,1,30,2,2,2,NA
64114,25,1,1,3,4,2014,2,1,NA,1,4,2,3,4,3,NA
64115,35,2,1,4,3,2014,7,NA,NA,5,3,7,3,3,2,NA
64119,27,6,1,3,4,2014,50,NA,NA,5,5,50,2,4,2,NA
64120,37,1,2,2,2,2014,14,2,NA,1,2,14,2,2,2,NA
64122,24,6,NA,1,2,2015,12,NA,1,5,1,12,2,3,2,NA
64124,23,1,2,2,2,2014,1,1,2,1,2,1,2,2,2,NA
64125,22,2,NA,1,1,2014,24,1,7,3,1,24,2,4,1,NA
64127,37,1,1,3,4,2014,3,1,NA,1,4,3,4,3,4,NA
64128,31,1,NA,1,2,2015,7,1,NA,1,2,7,3,3,1,NA
64130,19,6,NA,1,3,2014,20,NA,7,5,1,20,3,3,3,NA
64131,16,6,1,3,2,2013,50,NA,3,5,2,50,2,1,2,NA
64132,43,2,NA,1,2,2015,8,1,NA,3,2,8,2,2,2,NA
64133,22,1,1,3,3,2015,4,1,1,1,3,4,2,3,3,NA
64134,27,6,1,2,2,2015,9,NA,NA,5,2,9,3,3,3,NA
64136,18,6,NA,1,2,2014,4,NA,7,5,3,4,1,2,5,NA
64137,35,1,NA,1,1,2015,6,1,NA,1,1,6,2,2,2,NA
64139,44,1,2,3,3,2014,5,1,NA,1,3,5,2,2,2,NA
64140,39,1,2,2,2,2014,1,1,NA,1,2,1,4,4,3,NA
64141,15,6,2,2,1,2014,0,NA,3,5,1,NA,2,3,2,NA
64142,26,1,1,4,1,2014,15,1,NA,1,1,15,2,4,1,NA
64143,25,2,NA,1,2,2013,9,NA,NA,5,1,9,3,2,2,NA
64144,30,1,2,3,3,2013,6,1,NA,1,3,6,2,2,2,NA
64146,24,6,NA,1,1,2015,7,NA,2,5,1,7,2,3,2,NA
64150,34,1,2,2,2,2015,1,1,NA,1,2,1,4,4,4,NA
64153,42,1,1,3,4,2014,1,1,NA,1,4,1,4,3,3,NA
64157,32,6,1,3,4,2015,4,NA,NA,5,4,4,4,3,3,NA
64160,26,1,2,3,5,2014,3,1,NA,1,3,3,3,3,3,NA
64162,25,6,2,2,1,2014,5,NA,NA,5,1,5,1,1,1,NA
64164,30,6,NA,1,2,2015,6,NA,NA,5,1,6,2,4,1,NA
64165,16,6,2,4,2,2014,0,NA,5,5,1,NA,2,3,2,NA
64166,40,1,1,3,2,2015,10,1,NA,1,2,10,2,2,3,NA
64167,24,1,2,4,1,2013,1,1,6,1,1,1,3,4,1,NA
64168,36,1,2,3,2,2015,8,1,NA,1,1,8,2,3,2,NA
64171,21,6,1,2,2,2015,0,NA,2,5,1,NA,2,4,2,NA
64173,16,6,NA,1,1,2015,7,NA,2,5,1,7,2,1,3,NA
64174,42,1,3,2,2,2013,5,2,NA,1,1,5,2,3,2,NA
64176,36,6,1,3,2,2013,8,NA,NA,5,2,8,3,2,3,NA
64177,29,1,1,3,3,2014,7,1,NA,1,2,7,4,4,4,NA
64178,35,1,1,2,2,2014,4,1,NA,1,2,4,2,4,2,NA
64179,44,2,NA,1,2,2015,20,3,NA,2,5,999,5,2,3,NA
64180,20,1,1,3,2,2014,1,1,4,1,1,1,3,1,3,NA
64181,21,6,2,3,1,2015,2,NA,2,5,1,2,1,2,1,NA
64182,32,2,NA,1,2,2015,6,NA,NA,5,1,6,3,3,2,NA
64183,16,6,2,2,2,2014,0,NA,4,5,2,NA,3,2,2,NA
64188,29,6,2,3,1,2015,4,NA,NA,5,2,4,3,3,3,NA
64189,24,2,NA,1,2,2014,4,NA,7,5,2,4,2,2,1,NA
64190,42,1,2,3,2,2014,4,1,NA,1,2,998,3,2,3,NA
64192,27,1,1,2,2,2014,2,1,NA,1,1,2,2,4,2,NA
64193,38,5,1,3,4,2014,22,2,NA,4,4,22,3,1,2,NA
64195,38,6,2,2,2,2014,5,NA,NA,5,1,5,2,2,2,NA
64196,22,6,NA,1,3,2013,4,NA,7,5,3,4,2,3,3,NA
64197,34,2,2,3,2,2013,2,1,NA,3,1,2,4,1,2,NA
64198,38,2,NA,1,2,2014,1,NA,NA,5,1,1,2,1,3,NA
64199,19,6,NA,1,1,2015,0,NA,6,5,1,NA,2,3,1,NA
64200,33,4,1,3,3,2014,2,1,NA,3,5,2,3,4,2,NA
64202,28,6,1,4,2,2014,2,NA,NA,5,1,2,2,3,3,NA
64203,22,6,2,2,2,2015,0,NA,2,5,1,NA,2,3,2,NA
64205,25,6,1,3,4,2013,4,NA,NA,5,3,4,2,4,2,NA
64208,29,2,1,3,2,2014,4,1,NA,3,1,4,3,3,3,NA
64209,20,2,1,2,3,2014,2,NA,2,5,4,2,3,2,2,NA
64210,25,6,2,2,2,2014,3,NA,NA,5,2,3,4,2,2,NA
64211,18,6,1,3,4,2015,0,NA,1,5,3,NA,3,4,3,NA
64213,25,6,1,3,4,2014,8,NA,NA,5,3,8,2,2,2,NA
64214,36,6,NA,1,1,2015,10,NA,NA,5,1,10,2,3,1,NA
64215,33,5,1,2,3,2014,5,1,NA,4,3,5,2,1,3,NA
64218,26,6,NA,1,3,2014,9,NA,NA,5,4,9,2,4,1,NA
64220,35,1,1,4,3,2014,1,1,NA,1,5,1,3,4,3,NA
64222,39,1,NA,1,1,2014,8,1,NA,1,1,8,2,4,3,NA
64224,40,6,1,3,3,2015,0,NA,NA,5,3,NA,3,3,3,NA
64225,35,1,1,3,1,2015,6,1,NA,1,2,6,3,3,3,NA
64226,41,4,2,3,1,2013,8,1,NA,3,1,8,1,1,1,NA
64230,24,6,2,3,2,2015,5,NA,3,5,2,5,2,2,3,NA
64232,19,6,1,3,3,2014,0,NA,1,5,2,NA,2,3,9,NA
64233,23,4,2,3,1,2014,5,1,2,3,1,5,4,3,4,NA
64234,34,2,1,2,2,2014,7,NA,NA,5,1,7,2,3,1,NA
64235,33,5,2,3,4,2013,6,1,NA,4,4,6,3,2,3,NA
64239,34,6,NA,1,1,2013,8,NA,NA,5,1,8,2,2,5,NA
64240,25,6,2,3,2,2014,0,NA,NA,5,2,NA,3,2,2,NA
64241,31,2,1,2,3,2013,1,NA,NA,5,3,1,3,1,1,NA
64243,35,6,NA,1,1,2014,0,NA,NA,5,1,NA,2,2,2,NA
64244,31,6,NA,1,2,2013,3,NA,NA,5,2,3,2,2,2,NA
64245,35,1,NA,1,2,2013,3,2,NA,1,1,3,1,2,1,NA
64248,37,6,NA,1,1,2013,25,NA,NA,5,1,25,2,2,2,NA
64250,37,5,2,2,1,2014,12,1,NA,4,1,12,1,2,1,NA
64254,19,6,2,3,1,2015,0,NA,6,5,1,NA,3,3,2,NA
64255,35,1,1,3,4,2014,4,1,NA,1,4,4,4,3,1,NA
64256,34,1,2,3,3,2014,6,1,NA,1,2,6,3,3,3,NA
64258,28,6,2,3,2,2014,10,NA,NA,5,2,10,4,3,4,NA
64259,35,1,3,4,1,2015,1,1,NA,1,1,1,2,2,2,NA
64261,41,5,1,3,4,2015,3,1,NA,4,3,3,3,2,9,NA
64263,22,2,1,3,5,2013,4,NA,2,5,2,4,4,4,1,NA
64272,31,4,1,3,5,2015,12,1,NA,3,2,12,3,3,3,NA
64275,26,1,2,3,1,2013,1,1,NA,1,1,1,1,3,3,NA
64280,31,1,NA,1,2,2014,1,1,NA,1,2,1,3,3,3,NA
64281,34,1,1,3,4,2013,10,1,NA,1,4,10,4,1,3,NA
64282,43,2,1,2,4,2014,3,NA,NA,5,4,3,3,1,3,NA
64284,27,6,2,3,3,2014,5,NA,NA,5,1,5,1,3,4,NA
64285,23,6,NA,1,1,2015,3,NA,3,5,2,3,2,3,2,NA
64287,42,1,1,3,4,2013,8,1,NA,1,4,8,4,1,4,NA
64288,33,6,1,3,3,2015,8,NA,NA,5,3,8,2,2,2,NA
64289,35,1,2,3,1,2013,5,1,NA,1,1,5,1,2,2,NA
64290,28,1,1,3,2,2014,5,1,NA,1,2,5,2,1,2,NA
64293,33,1,1,3,2,2014,2,1,NA,1,2,2,2,4,2,NA
64294,37,5,1,2,4,2015,1,1,NA,4,2,1,2,1,3,NA
64295,42,4,1,3,2,2015,3,1,NA,3,2,3,3,2,2,NA
64296,19,6,NA,1,3,2013,0,NA,7,5,3,NA,3,2,3,NA
64297,44,6,3,4,1,2014,1,NA,NA,5,1,1,2,4,1,NA
64298,35,6,2,2,3,2014,4,NA,NA,5,3,4,3,2,2,NA
64300,22,6,2,2,2,2013,1,NA,2,5,1,1,2,2,2,NA
64304,26,2,2,3,1,2015,11,NA,NA,5,1,11,2,3,1,NA
64308,25,1,1,3,2,2013,3,1,NA,1,1,3,2,2,2,NA
64309,17,6,2,3,3,2014,0,NA,3,5,2,NA,3,2,2,NA
64310,34,2,NA,1,1,2015,45,1,NA,3,1,45,1,2,2,NA
64311,20,6,2,3,2,2014,0,NA,6,5,1,NA,2,4,1,NA
64312,20,6,3,3,2,2014,0,NA,2,5,1,NA,2,3,2,NA
64313,18,6,3,3,1,2013,0,NA,7,5,1,NA,1,2,2,NA
64316,36,4,NA,1,5,2015,28,1,NA,3,2,28,1,2,1,NA
64320,21,6,NA,1,1,2014,18,NA,3,5,1,18,1,2,1,NA
64321,20,6,2,3,4,2014,2,NA,2,5,3,2,2,2,2,NA
64322,43,1,2,2,2,2014,5,1,NA,1,2,5,2,3,2,NA
64323,32,2,1,3,2,2015,16,1,NA,3,2,16,2,3,5,NA
64324,21,6,1,3,4,2015,8,NA,1,5,4,8,2,3,3,NA
64325,23,2,1,3,4,2014,5,NA,2,5,2,5,3,1,2,NA
64326,25,6,1,3,4,2014,3,NA,NA,5,4,3,2,3,2,NA
64327,42,6,1,2,4,2014,12,NA,NA,5,2,999,3,2,4,NA
64329,35,1,NA,1,1,2015,3,1,NA,1,1,3,1,3,3,NA
64330,18,6,1,3,2,2015,2,NA,2,5,2,2,2,2,3,NA
64331,42,6,1,3,3,2013,5,NA,NA,5,3,5,3,3,3,NA
64332,26,1,1,4,2,2013,1,1,NA,1,5,1,3,2,3,NA
64333,17,6,2,2,2,2013,0,NA,4,5,1,NA,4,4,3,NA
64334,37,2,1,2,2,2015,1,NA,NA,5,3,1,2,2,2,NA
64335,29,2,2,4,1,2014,15,NA,NA,5,1,15,3,2,1,NA
64337,25,6,3,3,1,2014,7,NA,6,5,1,7,2,1,1,NA
64340,20,6,1,3,4,2015,0,NA,1,5,4,NA,3,4,3,NA
64341,23,6,3,2,2,2014,4,NA,4,5,1,4,2,4,1,NA
64345,37,4,1,3,2,2014,10,1,NA,3,2,10,3,2,2,NA
64349,40,1,2,3,2,2015,8,1,NA,1,1,8,2,2,4,NA
64352,15,6,2,3,2,2014,1,NA,2,5,4,1,2,3,2,NA
64355,41,1,1,2,3,2014,1,1,NA,1,3,1,3,4,3,NA
64358,23,6,3,2,2,2014,6,NA,3,5,1,6,2,2,2,NA
64359,30,6,1,3,2,2013,6,NA,NA,5,2,6,3,3,2,NA
64362,43,6,1,3,3,2014,7,NA,NA,5,4,7,3,2,2,NA
64363,40,1,1,2,3,2015,1,1,NA,1,5,1,3,2,2,NA
64364,29,4,2,2,2,2013,4,1,NA,3,2,4,2,3,2,NA
64365,17,6,2,3,1,2014,2,NA,5,5,1,2,1,3,1,NA
64366,23,6,1,3,3,2013,8,NA,2,5,5,8,4,4,9,NA
64367,35,1,1,3,1,2014,5,1,NA,1,3,5,3,3,1,NA
64369,33,1,2,2,2,2015,2,1,NA,1,2,2,2,3,2,NA
64370,16,6,NA,1,1,2014,0,NA,1,5,1,NA,1,2,2,NA
64375,21,6,2,3,1,2015,5,NA,3,5,1,5,3,3,2,NA
64377,21,2,2,2,2,2013,7,NA,2,5,1,7,3,4,2,NA
64379,36,2,1,3,4,2015,9,NA,NA,5,4,9,2,1,2,NA
64381,21,6,NA,1,1,2015,2,NA,1,5,1,2,3,4,4,NA
64382,24,6,NA,1,2,2013,4,NA,7,5,3,4,2,2,2,NA
64385,24,2,NA,1,1,2015,11,NA,7,5,1,11,2,3,2,NA
64387,17,6,2,3,1,2014,0,NA,3,5,1,NA,2,4,3,NA
64389,44,1,1,2,3,2014,2,2,NA,1,3,2,2,3,3,NA
64392,33,1,NA,1,1,2014,1,1,NA,1,1,1,2,3,1,NA
64394,18,6,1,2,1,2014,3,NA,3,5,1,3,2,4,3,NA
64398,28,6,3,3,1,2014,6,NA,NA,5,1,6,2,3,2,NA
64401,23,6,NA,1,1,2013,0,NA,7,5,1,NA,3,2,2,NA
64405,21,6,1,3,4,2015,2,NA,1,5,4,2,4,4,3,NA
64406,34,6,NA,1,3,2014,0,NA,NA,5,3,NA,2,2,2,NA
64409,31,1,1,3,3,2015,5,1,NA,1,3,5,3,2,3,NA
64411,25,2,NA,1,1,2015,8,NA,NA,5,1,8,1,4,1,NA
64412,35,2,1,3,1,2014,8,1,NA,3,1,8,2,3,2,NA
64413,41,4,1,3,1,2014,14,2,NA,3,1,998,3,4,4,NA
64416,28,6,2,2,2,2014,12,NA,NA,5,2,12,3,4,2,NA
64418,17,6,2,2,3,2014,0,NA,6,5,3,NA,3,2,3,NA
64424,24,6,1,3,3,2014,7,NA,2,5,2,7,2,3,1,NA
64427,30,2,1,3,1,2014,5,NA,NA,5,5,5,2,2,2,NA
64429,29,1,1,3,5,2013,5,1,NA,1,5,5,5,4,2,NA
64431,38,1,1,4,2,2015,1,1,NA,1,8,1,4,3,2,NA
64432,40,1,2,4,2,2014,1,1,NA,1,2,1,4,2,1,NA
64433,31,5,2,3,3,2015,4,2,NA,4,1,4,2,3,1,NA
64439,31,6,1,3,4,2015,0,NA,NA,5,4,NA,4,4,4,NA
64440,42,1,1,2,2,2014,7,1,NA,1,2,7,2,3,2,NA
64441,40,1,2,3,4,2014,2,1,NA,1,4,2,3,1,1,NA
64442,32,1,2,3,1,2014,2,1,NA,1,1,2,2,3,2,NA
64444,22,2,NA,1,1,2014,1,NA,2,5,1,1,1,4,2,NA
64446,20,6,1,3,2,2014,9,NA,6,5,1,9,1,2,2,NA
64448,16,6,NA,1,1,2014,0,NA,7,5,1,NA,3,3,3,NA
64449,23,2,1,2,3,2014,1,NA,2,5,4,1,2,2,3,NA
64450,19,6,2,2,2,2015,0,NA,6,5,1,NA,2,2,3,NA
64451,16,6,NA,1,5,2014,3,NA,7,5,1,3,2,3,3,NA
64452,22,6,NA,1,1,2014,4,NA,6,5,2,4,2,2,3,NA
64453,29,6,1,3,4,2014,32,NA,NA,5,4,32,1,1,4,NA
64454,36,1,NA,1,2,2014,8,1,NA,1,2,8,2,3,2,NA
64455,15,6,1,3,5,2015,0,NA,2,5,5,NA,3,3,2,NA
64456,15,6,2,3,1,2014,0,NA,6,5,1,NA,1,2,1,NA
64457,38,2,1,3,5,2015,3,1,NA,3,5,3,4,4,4,NA
64458,17,6,2,3,1,2014,0,NA,2,5,1,NA,1,3,2,NA
64459,18,6,2,3,2,2014,5,NA,1,5,1,5,2,4,1,NA
64462,17,6,NA,1,1,2013,1,NA,4,5,1,1,2,1,1,NA
64463,27,1,NA,1,1,2015,5,1,NA,1,1,5,1,3,1,NA
64467,31,2,1,4,4,2015,2,NA,NA,5,2,2,2,1,2,NA
64468,17,6,1,3,3,2015,0,NA,1,5,4,NA,3,3,4,NA
64469,38,4,1,3,2,2013,1,1,NA,3,2,1,1,2,1,NA
64471,29,2,NA,1,1,2013,1,NA,NA,5,1,1,1,1,1,NA
64473,23,6,NA,1,1,2014,4,NA,7,5,2,4,2,3,2,NA
64474,22,2,2,3,2,2013,5,NA,4,5,2,5,2,3,2,NA
64475,39,1,1,3,4,2014,3,2,NA,1,3,3,2,1,2,NA
64476,44,1,1,3,2,2014,7,1,NA,1,2,7,4,2,3,NA
64479,15,6,1,3,1,2014,0,NA,2,5,3,NA,3,2,2,NA
64480,35,1,NA,1,1,2014,3,1,NA,1,1,3,3,3,2,NA
64483,38,2,2,3,2,2015,7,NA,NA,5,1,7,3,4,4,NA
64484,31,2,3,3,3,2014,1,NA,NA,5,2,1,3,3,2,NA
64487,19,6,NA,1,1,2015,15,NA,7,5,1,15,2,3,1,NA
64488,16,6,1,3,1,2015,0,NA,3,5,3,NA,3,3,3,NA
64491,38,2,2,3,3,2014,3,NA,NA,5,2,3,3,2,2,NA
64493,41,6,NA,1,2,2014,8,NA,NA,5,2,8,2,2,2,NA
64494,27,6,1,3,2,2015,0,NA,NA,5,2,NA,4,4,3,NA
64495,24,6,1,4,4,2014,0,NA,1,5,4,NA,4,4,4,NA
64498,25,6,2,3,3,2014,3,NA,NA,5,1,3,4,3,1,NA
64499,44,2,2,2,3,2015,7,2,NA,3,3,7,2,2,2,NA
64500,18,6,2,3,1,2013,2,NA,4,5,1,2,2,2,2,NA
64503,39,4,1,3,9,2015,10,1,NA,3,2,10,3,4,2,NA
64504,38,6,1,3,2,2014,1,NA,NA,5,3,998,3,3,5,NA
64505,16,6,1,3,2,2014,0,NA,5,5,2,NA,3,4,2,NA
64506,21,6,2,2,2,2014,2,NA,3,5,2,2,2,2,2,NA
64507,16,6,2,2,2,2014,7,NA,4,5,2,7,2,3,2,NA
64510,17,6,1,3,3,2014,29,NA,2,5,2,998,2,2,2,NA
64511,21,1,1,2,2,2014,1,1,2,1,2,1,3,1,3,NA
64512,21,6,1,3,2,2013,2,NA,6,5,2,2,4,3,2,NA
64514,15,6,2,2,1,2015,0,NA,7,5,1,NA,2,2,2,NA
64515,17,6,2,3,3,2014,3,NA,3,5,2,3,2,4,2,NA
64516,25,2,NA,1,1,2015,45,NA,NA,5,1,45,2,3,2,NA
64517,43,1,1,2,3,2013,3,2,NA,1,2,3,3,1,2,NA
64521,27,1,3,4,2,2014,6,1,NA,1,1,6,2,3,2,NA
64523,31,1,2,4,3,2013,1,1,NA,1,1,1,2,3,4,NA
64526,33,1,3,3,2,2015,2,1,NA,1,2,2,2,3,2,NA
64527,22,6,1,3,3,2015,4,NA,2,5,2,4,3,2,3,NA
64528,22,6,2,3,2,2014,9,NA,4,5,1,9,2,3,1,NA
64529,24,6,1,2,2,2013,1,NA,2,5,2,1,3,2,2,NA
64530,27,6,1,3,2,2015,19,NA,NA,5,1,19,4,3,1,NA
64531,20,6,2,3,3,2013,1,NA,3,5,1,1,2,3,2,NA
64532,16,6,2,3,2,2014,0,NA,2,5,1,NA,2,3,2,NA
64533,33,1,1,4,2,2015,1,1,NA,1,2,1,3,3,3,NA
64535,18,6,1,2,1,2014,1,NA,1,5,1,1,2,4,1,NA
64536,44,1,1,3,3,2013,3,1,NA,1,3,3,4,4,4,NA
64537,30,1,1,3,2,2014,4,1,NA,1,2,4,2,1,2,NA
64538,41,4,2,3,2,2014,7,1,NA,3,1,7,2,2,2,NA
64539,37,6,1,4,3,2014,2,NA,NA,5,2,2,2,2,1,NA
64540,43,2,NA,1,2,2015,15,NA,NA,5,2,15,2,3,1,NA
64546,39,6,NA,1,1,2014,3,NA,NA,5,1,3,1,2,3,NA
64547,19,6,NA,1,1,2014,1,NA,2,5,2,1,1,3,1,NA
64548,18,6,2,2,3,2013,8,NA,6,5,2,8,2,3,2,NA
64549,44,2,1,2,2,2015,1,1,NA,4,3,1,2,2,2,NA
64550,34,4,3,4,2,2014,11,1,NA,3,2,11,3,3,2,NA
64551,43,1,2,4,2,2014,20,1,NA,1,1,20,2,2,1,NA
64554,30,2,NA,1,1,2014,12,NA,NA,5,1,12,2,2,1,NA
64555,26,6,2,2,2,2014,5,NA,NA,5,1,5,3,2,2,NA
64556,25,1,2,4,1,2015,18,1,NA,1,1,18,1,3,2,NA
64558,15,6,1,3,3,2014,0,NA,2,5,2,NA,2,4,3,NA
64559,40,6,NA,1,2,2015,0,NA,NA,5,3,NA,2,1,1,NA
64560,22,6,1,2,1,2015,1,NA,7,5,1,1,3,1,2,NA
64561,44,4,2,2,1,2015,4,1,NA,3,1,4,2,3,1,NA
64562,35,1,1,3,2,2014,1,1,NA,1,2,1,3,3,3,NA
64563,32,2,1,3,2,2015,1,NA,NA,5,5,1,3,2,2,NA
64564,27,5,NA,1,2,2015,12,2,NA,4,1,12,3,4,1,NA
64569,37,1,3,2,1,2014,2,1,NA,1,1,2,2,1,3,NA
64570,26,2,2,2,2,2014,5,NA,NA,5,2,5,2,1,1,NA
64573,18,6,NA,1,2,2015,5,NA,7,5,2,5,3,2,1,NA
64575,40,1,2,3,2,2015,3,1,NA,1,1,3,2,4,1,NA
64577,36,6,1,3,2,2015,1,NA,NA,5,2,1,3,2,3,NA
64578,15,6,2,3,1,2014,3,NA,1,5,1,3,1,4,2,NA
64580,35,6,1,3,5,2014,5,NA,NA,5,5,5,3,3,2,NA
64581,42,1,NA,1,2,2014,8,2,NA,1,2,8,2,2,2,NA
64583,34,1,NA,1,2,2014,12,1,NA,1,1,12,2,3,5,NA
64585,34,6,1,3,5,2014,2,NA,NA,5,1,2,4,4,3,NA
64587,34,5,1,3,4,2015,5,1,NA,4,3,5,3,1,3,NA
64588,26,6,1,3,1,2015,3,NA,NA,5,4,3,4,1,3,NA
64589,40,1,1,3,1,2014,5,1,NA,1,1,5,2,2,2,NA
64590,16,6,1,3,4,2015,0,NA,2,5,3,NA,4,4,4,NA
64591,34,6,2,3,2,2015,15,NA,NA,5,2,15,2,2,2,NA
64592,31,2,NA,1,1,2015,5,NA,NA,5,1,5,1,4,1,NA
64596,38,5,1,3,3,2013,8,1,NA,4,2,8,3,2,2,NA
64598,18,6,NA,1,1,2014,1,NA,4,5,1,1,1,4,3,NA
64599,39,1,1,3,4,2014,3,1,NA,1,2,3,2,4,2,NA
64600,28,6,1,3,4,2015,8,NA,NA,5,2,8,2,3,2,NA
64602,27,5,2,3,1,2014,5,1,NA,4,1,5,1,3,3,NA
64605,37,2,1,3,5,2014,10,NA,NA,5,2,10,4,4,1,NA
64606,34,6,1,3,1,2014,6,NA,NA,5,1,6,1,1,2,NA
64611,24,2,1,2,3,2015,2,NA,2,5,2,2,3,2,2,NA
64613,40,2,2,2,2,2015,2,NA,NA,5,2,2,3,3,2,NA
64617,30,2,1,3,3,2015,12,NA,NA,5,3,12,3,4,2,NA
64619,28,2,NA,1,1,2015,7,1,NA,3,1,7,1,3,2,NA
64620,31,1,1,2,4,2014,1,1,NA,1,3,1,3,4,3,NA
64621,23,6,2,3,1,2015,6,NA,5,5,1,6,3,3,1,NA
64622,39,1,1,3,1,2014,50,2,NA,1,1,50,3,2,2,NA
64625,40,1,NA,1,2,2013,5,2,NA,1,2,5,2,3,2,NA
64626,34,2,NA,1,2,2015,12,NA,NA,5,1,12,3,3,2,NA
64628,36,1,1,3,2,2015,6,1,NA,1,2,6,2,4,2,NA
64629,29,6,1,3,4,2014,0,NA,NA,5,3,NA,4,3,3,NA
64631,41,6,1,3,4,2014,12,NA,NA,5,4,12,1,3,1,NA
64632,19,6,1,3,2,2015,9,NA,3,5,1,9,2,3,2,NA
64635,17,6,2,3,2,2013,1,NA,4,5,2,1,3,4,3,NA
64636,21,1,1,3,2,2015,8,1,1,1,1,8,3,2,2,NA
64638,31,4,1,3,3,2014,3,1,NA,3,3,3,2,3,2,NA
64639,19,2,1,3,2,2015,6,NA,2,5,2,6,2,3,2,NA
64640,31,5,2,2,2,2014,4,1,NA,4,1,4,2,2,4,NA
64642,21,6,2,2,1,2015,3,NA,2,5,1,3,2,4,2,NA
64644,26,2,NA,1,3,2014,8,NA,NA,5,2,8,2,2,3,NA
64647,28,1,1,4,5,2013,3,1,NA,1,5,3,5,3,3,NA
64648,16,6,1,2,2,2014,0,NA,2,5,2,NA,2,3,2,NA
64650,35,6,1,2,2,2014,15,NA,NA,5,2,15,3,2,3,NA
64653,34,4,NA,1,1,2014,15,1,NA,3,2,15,2,4,1,NA
64656,15,6,1,3,2,2014,0,NA,3,5,2,NA,3,1,2,NA
64657,24,6,NA,1,2,2013,6,NA,5,5,1,6,2,3,1,NA
64658,23,2,1,3,2,2014,6,NA,2,5,2,6,2,3,2,NA
64659,16,6,1,4,1,2015,0,NA,6,5,1,NA,2,1,3,NA
64660,23,6,2,3,2,2015,3,NA,2,5,2,3,3,3,2,NA
64661,31,6,2,3,1,2013,3,NA,NA,5,1,3,1,3,1,NA
64664,23,2,NA,1,1,2014,8,NA,7,5,1,8,2,4,1,NA
64665,26,6,2,3,3,2015,3,NA,NA,5,3,3,3,3,3,NA
64667,19,6,2,3,2,2015,3,NA,1,5,1,3,2,4,2,NA
64668,35,1,1,2,2,2015,5,1,NA,1,2,5,3,3,2,NA
