"caseid","age_a","marstat","reldlife","religion","samesex","intvwyear","lifprtnr","timesmar","attnd14","fmarit","gayadopt","lifeprt","sxok18","staytog","prvntdiv","achieve"
64669,38,6,1,3,3,2015,31,NA,NA,5,2,31,2,1,3,NA
64671,24,2,2,3,3,2015,1,NA,2,5,3,1,2,4,2,NA
64672,17,6,1,3,2,2014,0,NA,2,5,2,NA,3,4,3,NA
64673,18,6,1,3,2,2014,0,NA,4,5,1,NA,2,2,2,NA
64674,18,6,NA,1,2,2014,5,NA,3,5,2,5,2,3,2,NA
64675,32,1,2,3,1,2015,1,1,NA,1,1,1,3,3,3,NA
64676,37,1,NA,1,2,2015,30,1,NA,1,1,30,2,2,2,NA
64677,20,6,1,3,3,2014,0,NA,1,5,2,NA,3,3,3,NA
64679,35,6,1,2,1,2015,25,NA,NA,5,1,25,1,2,1,NA
64681,25,2,2,2,1,2014,8,NA,NA,5,1,8,2,3,1,NA
64682,37,3,1,3,4,2014,1,1,NA,2,3,1,1,3,4,NA
64683,19,6,NA,1,1,2014,4,NA,1,5,1,4,1,4,2,NA
64684,29,2,NA,1,3,2015,4,NA,NA,5,2,4,2,4,2,NA
64685,31,1,NA,1,3,2015,6,1,NA,1,2,6,3,2,2,NA
64687,33,5,1,3,2,2015,5,2,NA,4,2,5,3,3,3,NA
64690,29,2,NA,1,2,2015,9,NA,NA,5,2,9,1,2,2,NA
64692,27,2,NA,1,1,2015,2,NA,NA,5,3,2,3,2,1,NA
64693,40,6,1,3,3,2014,6,NA,NA,5,1,6,1,1,1,NA
64694,32,1,2,3,3,2015,2,1,NA,1,2,2,3,2,4,NA
64695,17,6,2,2,2,2013,1,NA,2,5,1,1,2,3,2,NA
64696,35,2,NA,1,1,2015,10,1,NA,4,1,10,2,3,3,NA
64698,22,6,2,3,2,2015,10,NA,5,5,2,10,2,3,3,NA
64700,39,4,1,3,4,2014,4,1,NA,3,4,4,3,3,3,NA
64703,41,1,NA,1,2,2014,20,1,NA,1,2,20,3,4,1,NA
64704,24,2,2,3,2,2014,14,NA,4,5,2,14,3,3,2,NA
64705,29,1,3,3,1,2015,8,1,NA,1,1,8,1,4,4,NA
64706,15,6,2,2,2,2015,0,NA,6,5,1,NA,2,1,2,NA
64707,36,1,1,3,2,2015,10,2,NA,1,2,10,4,4,2,NA
64709,22,6,NA,1,1,2014,5,NA,2,5,1,5,2,3,2,NA
64710,15,6,1,3,1,2015,0,NA,1,5,1,NA,4,2,2,NA
64711,34,1,1,4,4,2014,1,1,NA,1,2,1,4,2,3,NA
64713,18,6,2,2,3,2013,2,NA,2,5,2,2,2,3,3,NA
64714,21,6,1,3,4,2014,0,NA,6,5,2,NA,3,4,3,NA
64715,22,1,1,2,4,2014,1,1,2,1,4,1,2,4,1,NA
64717,44,6,2,4,2,2014,0,NA,NA,5,2,NA,3,3,5,NA
64718,29,6,1,3,4,2013,7,NA,NA,5,4,7,2,1,1,NA
64720,15,6,2,2,1,2014,0,NA,2,5,1,NA,4,3,3,NA
64722,23,2,3,2,2,2015,7,NA,7,5,2,7,2,3,2,NA
64724,33,2,1,3,3,2014,4,1,NA,3,2,4,3,1,1,NA
64725,33,1,1,3,2,2014,2,1,NA,1,2,2,3,4,1,NA
64727,19,6,1,3,4,2014,0,NA,1,5,3,NA,4,3,4,NA
64731,38,1,NA,1,1,2014,6,2,NA,1,1,6,2,4,2,NA
64732,21,6,1,3,3,2014,0,NA,1,5,2,NA,3,4,2,NA
64735,38,1,1,2,3,2015,2,1,NA,1,3,2,2,2,2,NA
64738,39,1,NA,1,1,2014,50,1,NA,1,1,50,1,2,2,NA
64739,25,6,2,4,3,2014,16,NA,NA,5,4,16,3,3,2,NA
64741,25,1,1,3,3,2015,4,1,NA,1,3,4,3,4,3,NA
64742,24,6,1,2,4,2014,2,NA,3,5,4,2,3,4,3,NA
64743,38,1,2,3,4,2014,2,2,NA,1,2,2,3,2,2,NA
64744,20,5,NA,1,1,2014,4,1,6,4,1,4,2,1,2,NA
64745,15,6,NA,1,2,2015,0,NA,7,5,2,NA,3,3,2,NA
64746,19,6,2,3,2,2015,0,NA,2,5,2,NA,3,3,3,NA
64749,21,2,NA,1,2,2015,5,NA,3,5,1,5,2,4,2,NA
64751,25,6,NA,1,1,2015,8,NA,NA,5,1,8,1,1,1,NA
64752,27,1,3,4,1,2015,1,1,NA,1,2,1,2,1,2,NA
64753,16,6,2,3,2,2015,0,NA,2,5,2,NA,2,2,2,NA
64754,19,6,2,3,1,2014,1,NA,7,5,1,1,2,3,3,NA
64755,20,2,3,3,4,2015,18,NA,5,5,2,18,2,3,2,NA
64756,44,1,1,2,2,2014,7,1,NA,1,1,7,2,2,2,NA
64757,38,6,1,3,2,2015,5,NA,NA,5,2,5,3,2,2,NA
64758,26,2,1,3,2,2015,5,NA,NA,5,1,5,2,2,3,NA
64760,21,6,1,3,4,2014,0,NA,2,5,2,NA,3,4,2,NA
64761,24,6,1,3,3,2015,0,NA,1,5,2,NA,3,2,2,NA
64763,39,2,2,3,2,2015,20,NA,NA,5,1,20,2,4,2,NA
64764,27,1,1,4,3,2015,1,1,NA,1,9,1,3,2,3,NA
64765,19,6,2,3,3,2014,0,NA,7,5,1,NA,2,2,3,NA
64766,23,5,1,3,1,2014,3,1,1,4,1,3,1,1,3,NA
64769,36,6,1,2,2,2015,0,NA,NA,5,2,NA,3,2,3,NA
64771,36,4,1,2,4,2015,20,2,NA,3,4,20,4,3,4,NA
64772,34,1,2,3,1,2014,4,2,NA,1,1,4,2,4,3,NA
64773,19,6,1,3,3,2013,7,NA,3,5,3,7,4,3,2,NA
64774,32,1,1,3,4,2014,1,1,NA,1,3,1,4,4,4,NA
64775,17,6,2,2,2,2014,0,NA,2,5,2,NA,3,3,2,NA
64776,27,2,NA,1,3,2015,2,NA,NA,5,2,2,2,2,2,NA
64780,26,6,1,4,1,2014,20,NA,NA,5,1,20,2,4,2,NA
64781,25,6,2,3,2,2014,4,NA,NA,5,1,4,2,2,2,NA
64783,23,6,2,3,3,2014,7,NA,7,5,2,7,3,3,3,NA
64787,36,1,NA,1,1,2015,50,1,NA,1,1,50,2,3,1,NA
64789,23,6,3,3,2,2014,2,NA,7,5,2,2,2,3,3,NA
64790,33,1,1,3,3,2014,8,1,NA,1,1,8,4,4,2,NA
64791,26,1,1,4,4,2014,1,1,NA,1,4,1,4,2,3,NA
64792,19,6,NA,1,2,2014,1,NA,6,5,3,1,1,1,2,NA
64794,20,6,NA,1,1,2015,4,NA,3,5,1,4,2,2,2,NA
64795,35,1,2,2,1,2015,10,1,NA,1,1,10,2,4,2,NA
64796,33,1,2,3,2,2015,13,1,NA,1,2,13,2,3,2,NA
64797,29,2,NA,1,1,2014,1,NA,NA,5,1,1,1,3,1,NA
64803,19,6,3,2,2,2015,4,NA,3,5,2,4,2,2,2,NA
64805,22,2,1,2,2,2014,3,NA,2,5,2,3,3,4,2,NA
64806,27,2,1,3,3,2014,10,NA,NA,5,2,10,2,4,2,NA
64808,32,1,1,4,5,2015,2,2,NA,1,2,2,3,2,2,NA
64810,29,6,1,3,4,2014,2,NA,NA,5,4,2,3,3,3,NA
64811,28,6,2,3,1,2014,5,NA,NA,5,1,5,1,4,2,NA
64813,28,1,1,3,3,2013,1,1,NA,1,2,1,2,2,2,NA
64815,34,6,2,3,2,2014,5,NA,NA,5,1,5,3,4,1,NA
64816,35,2,2,4,2,2015,20,1,NA,3,2,20,2,2,2,NA
64820,28,6,1,3,2,2014,5,NA,NA,5,2,5,2,3,2,NA
64827,15,6,NA,1,1,2014,0,NA,7,5,1,NA,2,4,2,NA
64828,27,2,NA,1,2,2015,9,1,NA,3,2,9,2,2,2,NA
64831,43,1,2,3,2,2014,8,1,NA,1,1,8,3,2,2,NA
64832,18,6,1,3,3,2014,0,NA,1,5,1,NA,4,4,3,NA
64840,44,1,NA,1,1,2013,6,1,NA,1,1,6,1,2,2,NA
64842,31,6,NA,1,1,2014,8,NA,NA,5,1,8,2,2,2,NA
64844,17,6,2,3,1,2014,1,NA,7,5,1,1,2,4,2,NA
64846,30,4,1,3,4,2014,6,1,NA,3,4,6,3,4,2,NA
64847,23,2,2,3,1,2015,4,NA,1,5,1,4,3,2,3,NA
64849,28,6,NA,1,1,2015,7,NA,NA,5,1,7,2,2,1,NA
64850,31,1,2,2,2,2014,1,1,NA,1,2,1,2,2,2,NA
64852,22,6,NA,1,1,2015,10,NA,7,5,1,10,2,2,2,NA
64853,32,1,1,2,1,2014,1,1,NA,1,1,1,4,2,2,NA
64854,30,6,NA,1,3,2013,7,NA,NA,5,3,7,2,2,2,NA
64856,22,6,2,3,2,2014,1,NA,4,5,2,1,2,4,2,NA
64859,34,2,1,3,4,2015,4,1,NA,3,2,4,2,4,2,NA
64860,31,1,1,2,3,2015,2,1,NA,1,3,2,3,3,3,NA
64861,31,6,2,3,1,2014,0,NA,NA,5,1,NA,2,3,3,NA
64862,22,6,NA,1,2,2015,4,NA,2,5,1,4,2,3,3,NA
64864,38,2,1,3,4,2015,8,NA,NA,5,1,8,2,4,1,NA
64867,28,6,1,2,3,2015,0,NA,NA,5,2,NA,3,2,2,NA
64868,40,6,NA,1,1,2014,0,NA,NA,5,1,NA,2,2,2,NA
64869,26,6,NA,1,4,2014,6,NA,NA,5,3,6,2,3,3,NA
64870,30,5,2,3,3,2014,8,2,NA,4,3,8,2,3,2,NA
64872,25,1,1,3,3,2013,4,2,NA,1,3,4,2,3,2,NA
64873,20,6,NA,1,1,2013,5,NA,7,5,1,5,2,3,3,NA
64874,41,1,3,3,1,2014,10,2,NA,1,2,10,2,2,2,NA
64877,32,6,2,2,1,2013,6,NA,NA,5,2,6,2,2,1,NA
64879,36,1,2,2,3,2014,1,1,NA,1,2,1,3,4,2,NA
64880,25,6,1,2,2,2015,3,NA,NA,5,1,3,3,3,3,NA
64885,24,1,1,3,2,2014,3,1,2,1,2,3,2,4,2,NA
64886,39,5,NA,1,3,2014,4,1,NA,4,2,4,3,3,2,NA
64887,35,1,2,2,3,2013,1,1,NA,1,2,1,3,3,3,NA
64888,29,1,1,2,4,2015,2,1,NA,1,4,2,3,2,2,NA
64889,44,4,1,3,1,2014,8,1,NA,3,1,8,3,4,3,NA
64890,16,6,2,2,2,2015,0,NA,5,5,1,NA,2,3,3,NA
64894,33,6,1,3,2,2015,0,NA,NA,5,2,NA,2,2,2,NA
64896,30,2,1,3,2,2014,2,1,NA,3,2,2,2,3,2,NA
64902,35,1,2,2,2,2014,5,1,NA,1,2,5,2,3,2,NA
64903,18,6,NA,1,2,2014,0,NA,5,5,1,NA,2,2,2,NA
64904,23,2,1,3,3,2013,4,NA,2,5,3,4,3,4,3,NA
64905,22,6,NA,1,1,2014,8,NA,6,5,2,8,1,1,1,NA
64908,41,6,2,4,1,2014,7,NA,NA,5,2,7,2,2,2,NA
64911,26,4,1,3,3,2015,8,1,NA,3,2,8,3,3,2,NA
64915,34,1,1,3,1,2015,7,1,NA,1,2,7,1,4,2,NA
64919,29,4,3,4,1,2014,34,1,NA,3,1,34,1,2,2,NA
64921,21,6,1,2,2,2015,2,NA,3,5,2,2,3,1,1,NA
64923,18,2,NA,1,1,2015,4,NA,5,5,1,4,1,3,2,NA
64924,37,2,1,2,1,2014,2,1,NA,3,1,2,2,2,2,NA
64925,16,6,1,3,4,2015,0,NA,2,5,2,NA,4,4,3,NA
64926,29,2,2,2,3,2013,1,NA,NA,5,2,1,2,1,1,NA
64927,27,1,1,3,4,2014,1,1,NA,1,3,1,4,4,4,NA
64928,27,6,2,2,1,2013,0,NA,NA,5,3,NA,4,1,9,NA
64929,35,6,NA,1,2,2015,20,NA,NA,5,2,20,3,3,2,NA
64931,25,6,2,2,2,2015,4,NA,NA,5,2,4,2,2,3,NA
64937,44,4,1,3,2,2014,11,1,NA,3,1,11,3,2,1,NA
64939,29,1,1,2,3,2013,2,1,NA,1,2,2,3,4,2,NA
64940,22,6,1,3,2,2014,1,NA,6,5,1,1,2,3,2,NA
64941,30,4,1,3,4,2014,24,1,NA,3,3,24,3,3,2,NA
64942,35,2,NA,1,1,2015,30,NA,NA,5,1,30,1,1,1,NA
64943,25,1,1,2,1,2015,1,1,NA,1,2,1,1,4,2,NA
64944,29,4,1,3,4,2013,3,1,NA,3,2,3,4,2,3,NA
64945,32,1,1,3,3,2013,1,1,NA,1,2,1,1,3,4,NA
64946,17,6,2,3,2,2015,0,NA,2,5,1,NA,4,2,1,NA
64951,17,6,2,2,3,2014,0,NA,3,5,4,NA,2,3,1,NA
64953,27,2,NA,1,2,2014,1,NA,NA,5,1,1,3,4,2,NA
64955,30,1,2,3,2,2014,3,2,NA,1,1,3,2,3,2,NA
64956,31,4,1,3,2,2014,9,1,NA,3,2,9,4,2,2,NA
64960,38,1,1,3,3,2015,1,1,NA,1,1,1,3,3,3,NA
64961,37,1,1,3,4,2013,1,1,NA,1,4,1,4,4,3,NA
64962,41,4,2,3,4,2013,4,1,NA,3,2,4,3,1,4,NA
64963,29,6,NA,1,1,2014,0,NA,NA,5,2,NA,3,1,1,NA
64968,44,6,1,3,5,2015,7,NA,NA,5,5,7,3,2,2,NA
64969,41,6,2,2,2,2014,4,NA,NA,5,1,4,3,2,2,NA
64972,27,2,NA,1,1,2015,4,NA,NA,5,1,4,2,2,2,NA
64974,25,6,NA,1,1,2015,6,NA,NA,5,1,6,2,2,1,NA
64979,22,6,1,3,3,2015,5,NA,5,5,3,5,3,3,3,NA
64983,26,2,1,2,2,2015,18,NA,NA,5,2,18,2,3,3,NA
64984,30,1,1,3,2,2014,2,1,NA,1,1,2,3,3,1,NA
64985,33,5,1,3,4,2015,1,1,NA,4,4,1,3,3,3,NA
64986,17,6,1,3,2,2014,8,NA,4,5,1,8,2,2,2,NA
64987,31,6,1,3,1,2014,3,NA,NA,5,1,999,3,1,1,NA
64994,32,1,2,2,3,2014,2,1,NA,1,2,2,2,3,2,NA
64998,30,4,1,3,2,2014,4,1,NA,3,2,4,3,1,2,NA
65001,17,6,2,2,2,2015,0,NA,2,5,2,NA,2,2,3,NA
65002,27,6,2,2,2,2014,3,NA,NA,5,2,3,2,2,3,NA
65005,17,6,NA,1,1,2014,1,NA,1,5,1,1,2,3,2,NA
65007,30,2,NA,1,3,2013,2,NA,NA,5,3,2,3,3,2,NA
65008,18,6,NA,1,1,2015,0,NA,6,5,1,NA,2,1,1,NA
65010,39,6,NA,1,1,2015,5,NA,NA,5,1,5,1,2,2,NA
65011,42,1,NA,1,2,2014,3,1,NA,1,2,3,3,2,2,NA
65012,26,2,2,3,3,2013,5,NA,NA,5,2,5,2,3,2,NA
65014,19,6,2,3,2,2015,0,NA,2,5,2,NA,3,3,2,NA
65015,17,6,2,2,2,2014,0,NA,5,5,1,NA,2,2,3,NA
65016,42,1,1,3,1,2013,3,1,NA,1,3,3,2,4,2,NA
65017,35,6,NA,1,1,2015,35,NA,NA,5,3,35,1,3,1,NA
65018,27,1,NA,1,3,2013,1,1,NA,1,2,1,3,4,2,NA
65020,26,1,NA,1,1,2014,20,1,NA,1,1,20,2,1,3,NA
65023,22,6,1,3,3,2015,4,NA,4,5,1,4,3,4,1,NA
65027,26,6,NA,1,1,2014,6,NA,NA,5,1,6,2,1,2,NA
65028,35,6,1,3,4,2014,1,NA,NA,5,2,999,4,4,3,NA
65029,44,1,1,3,4,2014,1,1,NA,1,4,1,4,4,4,NA
65030,37,2,NA,1,1,2014,5,NA,NA,5,1,5,4,1,1,NA
65032,42,1,1,2,4,2014,2,1,NA,1,3,2,3,2,3,NA
65037,25,6,1,3,3,2014,2,NA,NA,5,2,2,2,3,2,NA
65038,15,6,NA,1,2,2015,0,NA,7,5,2,NA,3,3,3,NA
65039,21,1,1,3,4,2015,1,1,2,1,3,1,4,4,4,NA
65041,29,1,1,2,1,2014,4,1,NA,1,1,4,2,4,1,NA
65042,26,5,1,2,3,2013,5,1,NA,4,3,5,2,4,3,NA
65045,16,6,NA,1,2,2013,0,NA,7,5,2,NA,2,3,2,NA
65046,22,6,2,3,4,2015,3,NA,2,5,3,3,3,3,3,NA
65047,26,6,2,3,1,2015,14,NA,NA,5,1,14,1,2,1,NA
65049,30,6,2,2,3,2015,4,NA,NA,5,2,4,3,2,3,NA
65051,25,6,2,2,3,2015,0,NA,NA,5,1,NA,4,4,3,NA
65052,28,6,1,2,2,2014,3,NA,NA,5,2,3,2,1,2,NA
65053,17,6,2,2,2,2013,1,NA,2,5,2,1,2,2,3,NA
65054,25,6,1,2,1,2014,4,NA,NA,5,1,4,2,4,3,NA
65055,30,1,1,3,3,2015,2,1,NA,1,1,2,2,3,2,NA
65059,43,6,1,3,4,2015,0,NA,NA,5,4,NA,4,4,4,NA
65060,39,6,1,3,3,2014,25,NA,NA,5,2,25,2,2,3,NA
65062,24,1,1,3,2,2015,1,1,2,1,2,1,2,4,1,NA
65064,38,2,NA,1,2,2015,7,NA,NA,5,2,7,2,2,2,NA
65065,20,6,1,3,3,2015,0,NA,2,5,1,NA,3,3,3,NA
65068,24,6,1,3,4,2015,1,NA,3,5,4,1,2,3,2,NA
65071,27,6,NA,1,1,2014,3,NA,NA,5,2,3,2,3,1,NA
65072,35,1,3,3,2,2015,3,1,NA,1,2,3,2,2,2,NA
65073,42,1,1,3,3,2015,2,1,NA,1,2,2,4,3,2,NA
65074,35,1,3,4,5,2015,8,1,NA,1,2,8,3,2,2,NA
65080,39,1,3,3,1,2014,10,1,NA,1,1,10,3,3,1,NA
65081,35,6,1,3,4,2014,50,NA,NA,5,4,999,4,4,2,NA
65083,26,2,NA,1,2,2014,7,1,NA,2,2,7,2,2,2,NA
65084,41,6,1,3,4,2014,7,NA,NA,5,4,7,4,4,4,NA
65086,21,6,NA,1,2,2014,5,NA,7,5,1,5,2,2,3,NA
65088,29,1,1,3,1,2015,2,1,NA,1,1,2,2,2,2,NA
65089,16,6,2,3,3,2015,0,NA,2,5,1,NA,2,4,3,NA
65090,35,2,NA,1,1,2014,5,NA,NA,5,1,5,2,3,2,NA
65092,32,4,1,3,2,2015,5,1,NA,3,2,5,2,3,2,NA
65097,32,3,2,3,2,2014,5,1,NA,2,1,5,2,2,2,NA
65098,21,2,1,3,3,2015,1,NA,1,5,2,1,2,1,2,NA
65099,19,6,2,3,2,2014,7,NA,3,5,1,7,3,3,3,NA
65100,31,6,NA,1,1,2014,12,NA,NA,5,1,12,2,3,2,NA
65102,32,6,3,4,1,2014,6,NA,NA,5,1,6,1,3,2,NA
65103,26,5,1,3,2,2013,2,1,NA,4,5,2,2,2,2,NA
65106,36,1,1,2,2,2014,3,1,NA,1,2,3,2,3,2,NA
65108,15,6,2,3,2,2015,0,NA,5,5,3,NA,2,3,2,NA
65109,18,6,1,4,2,2015,0,NA,3,5,1,NA,2,3,3,NA
65112,29,4,NA,1,2,2015,21,1,NA,3,2,21,2,3,2,NA
65113,30,6,1,3,2,2015,8,NA,NA,5,2,8,2,3,2,NA
65114,31,1,3,2,5,2014,1,1,NA,1,2,1,2,2,4,NA
65115,22,6,1,2,2,2014,6,NA,1,5,2,6,2,3,3,NA
65119,20,2,NA,1,1,2014,14,NA,3,5,1,14,2,2,2,NA
65120,19,6,1,3,4,2014,0,NA,1,5,3,NA,4,4,3,NA
65121,28,2,1,2,2,2013,5,NA,NA,5,2,5,2,1,2,NA
65122,16,6,2,3,2,2014,2,NA,3,5,1,2,2,4,1,NA
65123,44,4,NA,1,2,2014,5,1,NA,3,1,5,2,2,2,NA
65125,25,6,NA,1,2,2015,9,NA,NA,5,1,9,2,3,2,NA
65128,34,1,NA,1,1,2015,4,1,NA,1,1,4,3,3,3,NA
65129,31,6,NA,1,1,2013,20,NA,NA,5,2,20,1,3,2,NA
65133,31,6,1,3,3,2014,0,NA,NA,5,3,NA,4,4,4,NA
65135,26,6,2,3,1,2015,1,NA,NA,5,1,1,2,3,1,NA
65137,30,1,2,3,1,2015,4,1,NA,1,1,4,3,3,2,NA
65138,33,6,1,3,4,2014,9,NA,NA,5,3,9,2,3,1,NA
65140,23,6,2,2,4,2015,1,NA,5,5,4,1,2,4,2,NA
65141,32,1,NA,1,1,2015,4,1,NA,1,1,4,1,4,1,NA
65142,22,6,1,4,1,2015,0,NA,2,5,2,NA,2,2,3,NA
65144,26,5,1,3,4,2015,2,1,NA,4,3,2,3,4,3,NA
65146,27,2,NA,1,1,2013,2,NA,NA,5,1,2,2,2,2,NA
65149,44,6,1,3,3,2015,12,NA,NA,5,2,12,3,2,2,NA
65150,25,2,2,2,2,2015,7,NA,NA,5,2,7,2,3,2,NA
65152,17,6,1,3,3,2014,1,NA,1,5,2,1,2,4,3,NA
65155,32,1,3,3,1,2014,3,1,NA,1,1,3,2,3,2,NA
65156,18,6,2,3,2,2013,0,NA,2,5,2,NA,2,2,2,NA
65159,16,6,2,3,3,2015,0,NA,2,5,3,NA,3,3,3,NA
65164,35,2,1,2,1,2013,1,NA,NA,5,2,1,2,1,3,NA
65166,22,1,1,2,3,2013,1,1,2,1,2,1,2,3,2,NA
65167,25,1,2,4,2,2014,10,1,NA,1,2,10,2,4,2,NA
65168,35,6,NA,1,1,2014,15,NA,NA,5,1,15,2,2,2,NA
65170,27,2,2,3,2,2015,14,NA,NA,5,1,14,2,4,2,NA
65172,37,4,NA,1,2,2014,4,1,NA,3,2,4,2,1,3,NA
65175,24,6,1,3,3,2015,7,NA,7,5,2,7,2,3,4,NA
65176,17,6,2,2,3,2015,0,NA,3,5,1,NA,2,3,2,NA
65177,37,1,2,3,4,2014,10,4,NA,1,2,10,4,1,1,NA
65178,24,6,2,3,2,2014,12,NA,4,5,2,12,2,2,3,NA
65179,44,6,1,3,3,2014,23,NA,NA,5,2,23,2,2,3,NA
65180,26,6,NA,1,2,2015,6,NA,NA,5,2,6,3,3,2,NA
65185,41,1,2,3,3,2015,5,2,NA,1,2,5,3,3,2,NA
65186,30,2,NA,1,2,2015,1,NA,NA,5,2,1,3,2,2,NA
65189,28,1,NA,1,2,2015,15,1,NA,1,2,15,4,4,3,NA
65192,39,4,1,3,3,2014,3,2,NA,3,3,3,3,3,3,NA
65193,41,1,2,4,1,2013,1,1,NA,1,1,1,3,4,2,NA
65195,35,6,2,2,2,2015,5,NA,NA,5,2,5,3,2,2,NA
65197,23,6,1,3,2,2015,13,NA,3,5,2,13,3,3,2,NA
65198,15,6,1,3,2,2014,0,NA,3,5,2,NA,3,2,2,NA
65199,30,6,3,2,2,2014,17,NA,NA,5,1,17,2,3,2,NA
65200,35,6,1,4,1,2014,30,NA,NA,5,1,30,3,2,1,NA
65202,20,6,3,2,2,2014,0,NA,5,5,1,NA,2,4,2,NA
65204,25,6,2,2,1,2014,5,NA,NA,5,2,998,2,1,1,NA
65205,27,5,2,2,3,2014,2,1,NA,4,2,2,2,3,3,NA
65206,33,1,NA,1,4,2014,1,1,NA,1,4,1,4,3,4,NA
65207,44,1,2,2,3,2014,3,2,NA,1,1,3,3,3,4,NA
65210,34,1,1,4,3,2014,1,1,NA,1,3,1,3,2,2,NA
65211,30,6,NA,1,2,2013,20,NA,NA,5,2,999,2,3,2,NA
65212,36,2,1,3,4,2015,5,NA,NA,5,4,5,4,4,3,NA
65213,26,6,NA,1,1,2014,0,1,NA,5,4,NA,3,1,3,NA
65215,33,5,2,2,1,2015,5,1,NA,4,1,5,2,2,2,NA
65216,37,1,NA,1,1,2014,10,1,NA,1,1,10,2,4,1,NA
65219,20,6,1,4,3,2014,0,NA,2,5,2,NA,3,3,2,NA
65220,42,1,2,3,1,2014,4,1,NA,1,1,4,1,2,2,NA
65221,39,1,1,2,4,2014,2,1,NA,1,9,2,4,4,4,NA
65224,15,6,2,3,2,2014,0,NA,6,5,1,NA,3,3,3,NA
65226,29,6,1,3,3,2014,2,NA,NA,5,2,2,2,3,3,NA
65227,30,1,2,3,1,2014,10,1,NA,1,2,10,2,3,2,NA
65228,16,6,2,3,3,2014,0,NA,2,5,2,NA,2,2,2,NA
65230,26,6,NA,1,2,2013,6,NA,NA,5,2,6,2,3,1,NA
65231,16,6,1,3,2,2013,0,NA,1,5,1,NA,3,5,5,NA
65233,25,4,NA,1,1,2014,10,1,NA,3,1,10,1,2,1,NA
65238,34,2,1,2,4,2014,1,NA,NA,5,4,1,3,2,2,NA
65239,21,6,2,3,1,2014,10,NA,6,5,1,10,1,3,3,NA
65240,19,2,2,2,2,2013,4,NA,5,5,2,4,4,1,3,NA
65242,37,1,1,3,3,2014,2,1,NA,1,3,2,3,3,2,NA
65244,21,6,2,3,2,2014,6,NA,2,5,1,6,2,2,3,NA
65247,20,6,NA,1,2,2015,4,NA,2,5,1,4,2,3,2,NA
65248,19,6,2,2,1,2014,2,NA,2,5,1,2,2,3,3,NA
65249,22,6,NA,1,1,2015,27,NA,7,5,1,27,1,1,1,NA
65250,39,1,1,3,3,2014,3,1,NA,1,2,3,3,3,2,NA
65251,19,6,2,2,2,2014,0,NA,3,5,1,NA,4,4,3,NA
65252,38,1,1,2,4,2015,1,1,NA,1,4,1,4,4,4,NA
65255,30,6,2,3,2,2013,5,NA,NA,5,2,5,3,4,2,NA
65258,28,1,1,4,4,2015,1,1,NA,1,5,1,4,4,3,NA
65259,27,6,1,4,4,2013,10,NA,NA,5,3,10,4,4,3,NA
65260,36,1,2,3,2,2014,5,1,NA,1,2,5,2,4,2,NA
65261,26,1,2,2,2,2014,13,1,NA,1,1,13,2,3,2,NA
65262,15,6,2,2,2,2015,0,NA,2,5,1,NA,2,2,3,NA
65264,43,1,1,2,1,2014,1,1,NA,1,2,1,4,4,3,NA
65266,30,6,2,3,1,2014,5,NA,NA,5,1,5,2,1,1,NA
65267,36,6,1,3,5,2013,20,NA,NA,5,2,20,2,3,4,NA
65268,23,6,1,3,3,2014,3,NA,1,5,1,3,3,4,3,NA
65270,43,2,1,3,2,2014,7,NA,NA,5,2,7,2,3,2,NA
65271,18,6,2,3,2,2014,1,NA,6,5,4,1,2,2,3,NA
65272,42,1,1,3,2,2014,20,3,NA,1,2,20,3,3,2,NA
65273,23,6,NA,1,1,2014,1,NA,2,5,1,1,2,3,2,NA
65274,27,1,1,3,3,2015,2,1,NA,1,3,2,3,4,3,NA
65276,25,6,2,3,4,2015,3,NA,NA,5,2,3,2,3,3,NA
65279,36,6,1,3,5,2014,10,NA,NA,5,1,10,2,4,3,NA
65281,28,1,2,2,1,2015,2,1,NA,1,1,2,3,3,2,NA
65282,21,6,1,2,3,2014,0,NA,2,5,3,NA,4,2,3,NA
65284,29,2,1,2,2,2015,4,NA,NA,5,2,4,2,3,2,NA
65288,40,1,1,3,3,2014,1,1,NA,1,4,1,3,3,3,NA
65291,24,6,NA,1,2,2015,10,NA,6,5,1,10,2,3,1,NA
65292,15,6,1,3,4,2015,0,NA,1,5,3,NA,4,4,4,NA
65293,25,5,NA,1,2,2014,3,1,NA,4,2,3,2,2,2,NA
65295,23,1,2,3,1,2015,1,1,1,1,1,1,2,3,3,NA
65296,19,2,NA,1,1,2014,4,NA,7,5,1,4,2,2,2,NA
65297,26,1,1,3,3,2014,2,1,NA,1,3,2,3,3,3,NA
65298,32,1,NA,1,4,2013,6,2,NA,1,2,6,3,3,3,NA
65300,36,1,1,2,3,2015,2,1,NA,1,3,2,3,2,2,NA
65301,31,6,3,3,1,2014,5,NA,NA,5,1,5,1,3,1,NA
65303,23,2,2,2,2,2014,3,NA,7,5,2,3,2,3,1,NA
65306,27,6,1,3,3,2014,2,NA,NA,5,2,998,3,3,2,NA
65308,18,6,2,2,2,2014,1,NA,2,5,2,1,2,3,2,NA
65309,33,1,NA,1,1,2015,3,1,NA,1,1,3,2,3,2,NA
65310,24,2,NA,1,1,2014,5,NA,6,5,1,5,3,3,2,NA
65312,25,6,NA,1,1,2014,1,NA,NA,5,2,1,2,3,1,NA
